time,static_pressure,total_pressure
523.332,89460.29999999999,89466.56237755706
523.509,89466.8,89473.06283256845
523.687,89473.29999999999,89479.5632875798
523.865,89479.8,89486.0637425912
524.042,89486.3,89492.56419760257
524.218,89492.7,89498.96464561377
524.395,89499.2,89505.46510062514
524.571,89505.7,89513.28136212201
524.748,89512.09999999999,89518.36600364771
524.928,89518.7,89524.96646565926
525.104,89525.09999999999,89531.36691367046
525.281,89531.6,89537.86736868185
525.457,89538.09999999999,89544.36782369322
525.634,89544.6,89550.8682787046
525.811,89551.0,89557.26872671579
525.988,89557.5,89563.76918172717
526.164,89564.0,89571.58630028139
526.341,89570.4,89576.67008474974
526.523,89577.0,89583.2705467613
526.7,89583.4,89589.67099477249
526.877,89589.9,89596.17144978387
527.054,89596.40000000001,89603.98904464442
527.23,89602.8,89609.07235280646
527.409,89609.3,89615.57280781782
527.587,89615.8,89622.0732628292
527.766,89622.29999999999,89628.57371784055
527.943,89628.8,89635.07417285195
528.119,89635.2,89641.47462086314
528.297,89641.7,89647.97507587452
528.473,89648.1,89654.37552388573
528.651,89654.6,89660.87597889711
528.829,89661.1,89667.37643390847
529.005,89667.6,89673.87688891985
529.182,89674.1,89680.37734393124
529.358,89680.5,89686.77779194243
529.535,89687.0,89693.27824695379
