# Simulation 13 (Up to date)
# 5013 data points written for 4 variables.
#
# Time (s),Altitude (m),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
545.833,961.827,903.011,0.01
546.009,961.222,903.078,0.01
546.185,960.619,903.146,0.01
546.362,960.016,903.213,0.01
546.54,959.408,903.281,0.01
546.716,958.803,903.348,0.01
546.891,958.199,903.416,0.01
547.067,957.594,903.484,0.01
547.243,956.991,903.551,0.01
547.42,956.385,903.619,0.01
547.596,955.781,903.686,0.01
547.772,955.176,903.754,0.011
547.948,954.576,903.821,0.01
548.127,953.967,903.889,0.01
548.303,953.364,903.956,0.01
548.48,952.758,904.024,0.01
548.656,952.154,904.091,0.01
548.831,951.553,904.158,0.01
549.009,950.946,904.226,0.01
549.186,950.343,904.294,0.01
549.362,949.738,904.361,0.01
549.539,949.133,904.429,0.01
549.714,948.529,904.496,0.01
549.89,947.924,904.564,0.01
550.066,947.321,904.631,0.011
550.242,946.733,904.697,0.01
550.428,946.115,904.766,0.01
550.605,945.509,904.834,0.01
550.782,944.905,904.901,0.01
550.958,944.3,904.969,0.01
551.133,943.696,905.036,0.01
551.309,943.093,905.104,0.011
551.485,942.494,905.171,0.01
551.663,941.888,905.238,0.01
551.841,941.282,905.306,0.01
552.017,940.678,905.373,0.01
552.192,940.076,905.441,0.01
552.369,939.474,905.508,0.01
552.546,938.869,905.576,0.01
552.723,938.264,905.643,0.01
552.898,937.662,905.71,0.01
553.075,937.058,905.778,0.01
553.25,936.454,905.845,0.01
553.426,935.854,905.912,0.01
553.604,935.247,905.98,0.01
553.779,934.647,906.047,0.01
553.957,934.041,906.115,0.01
554.133,933.437,906.182,0.01
554.308,932.835,906.25,0.01
554.484,932.231,906.317,0.01
554.66,931.629,906.384,0.01
554.836,931.025,906.452,0.01
555.011,930.425,906.519,0.01
555.188,929.82,906.587,0.01
555.364,929.216,906.654,0.01
555.54,928.617,906.721,0.01
555.718,928.012,906.789,0.01
555.894,927.41,906.856,0.01
556.071,926.806,906.923,0.01
556.247,926.202,906.991,0.01
556.423,925.602,907.058,0.01
556.599,924.997,907.125,0.01
556.775,924.395,907.193,0.01
556.951,923.793,907.26,0.01
557.127,923.189,907.327,0.01
557.303,922.587,907.395,0.011
557.478,921.995,907.461,0.01
557.66,921.382,907.529,0.01
557.836,920.781,907.596,0.01
558.013,920.179,907.664,0.01
558.19,919.579,907.731,0.01
558.368,918.972,907.799,0.01
558.544,918.37,907.866,0.011
558.719,917.775,907.932,0.01
558.9,917.165,908,0.01
559.075,916.564,908.068,0.01
559.251,915.961,908.135,0.01
559.427,915.359,908.202,0.01
559.602,914.756,908.27,0.01
559.778,914.155,908.337,0.011
559.954,913.557,908.404,0.01
560.132,912.95,908.471,0.01
560.307,912.349,908.539,0.01
560.483,911.747,908.606,0.01
560.658,911.145,908.673,0.01
560.834,910.543,908.74,0.01
561.009,909.941,908.808,0.01
561.184,909.343,908.874,0.01
561.361,908.738,908.942,0.01
561.537,908.136,909.009,0.01
561.712,907.535,909.076,0.011
561.887,906.939,909.143,0.01
562.066,906.332,909.211,0.011
562.241,905.739,909.277,0.01
562.422,905.13,909.345,0.01
562.598,904.528,909.412,0.011
562.774,903.931,909.479,0.01
562.953,903.324,909.547,0.01
563.128,902.726,909.614,0.01
563.306,902.121,909.681,0.01
563.481,901.52,909.748,0.01
563.656,900.92,909.815,0.01
563.832,900.321,909.882,0.01
564.009,899.722,909.949,0.01
564.188,899.116,910.017,0.01
564.363,898.515,910.084,0.01
564.539,897.916,910.151,0.011
564.715,897.32,910.218,0.01
564.895,896.715,910.285,0.01
565.072,896.111,910.353,0.01
565.247,895.511,910.42,0.01
565.424,894.909,910.487,0.01
565.599,894.309,910.554,0.01
565.775,893.709,910.621,0.011
565.951,893.112,910.688,0.01
566.13,892.506,910.756,0.01
566.305,891.908,910.822,0.01
566.482,891.305,910.89,0.01
566.658,890.704,910.957,0.01
566.833,890.104,911.024,0.01
567.009,889.503,911.091,0.01
567.184,888.904,911.158,0.011
567.361,888.309,911.224,0.01
567.54,887.701,911.292,0.01
567.715,887.101,911.359,0.01
567.89,886.5,911.426,0.01
568.065,885.9,911.494,0.01
568.241,885.3,911.561,0.01
568.416,884.7,911.628,0.01
568.592,884.1,911.695,0.01
568.767,883.5,911.762,0.01
568.943,882.9,911.829,0.01
569.118,882.299,911.896,0.01
569.293,881.699,911.963,0.01
569.468,881.099,912.03,0.01
569.644,880.499,912.097,0.01
569.819,879.899,912.164,0.01
569.994,879.3,912.231,0.01
570.17,878.699,912.298,0.01
570.345,878.101,912.365,0.01
570.521,877.502,912.432,0.01
570.698,876.901,912.499,0.01
570.873,876.3,912.566,0.01
571.048,875.701,912.633,0.01
571.224,875.105,912.7,0.01
571.402,874.502,912.767,0.01
571.578,873.901,912.834,0.01
571.753,873.302,912.901,0.01
571.928,872.703,912.968,0.01
572.103,872.105,913.035,0.01
572.28,871.505,913.102,0.01
572.456,870.905,913.169,0.01
572.632,870.307,913.236,0.01
572.808,869.705,913.303,0.01
572.983,869.106,913.37,0.01
573.158,868.507,913.437,0.01
573.333,867.908,913.504,0.01
573.509,867.308,913.571,0.01
573.684,866.71,913.638,0.01
573.859,866.11,913.705,0.01
574.034,865.511,913.772,0.01
574.209,864.911,913.838,0.01
574.384,864.313,913.905,0.01
574.559,863.714,913.972,0.01
574.734,863.116,914.039,0.01
574.91,862.516,914.106,0.01
575.085,861.918,914.173,0.01
575.26,861.32,914.24,0.01
575.436,860.722,914.307,0.01
575.613,860.12,914.374,0.01
575.788,859.522,914.441,0.01
575.963,858.923,914.508,0.011
576.138,858.331,914.574,0.01
576.316,857.727,914.641,0.01
576.493,857.13,914.708,0.01
576.669,856.531,914.775,0.01
576.846,855.93,914.842,0.011
577.021,855.337,914.908,0.01
577.199,854.735,914.975,0.01
577.375,854.135,915.043,0.01
577.551,853.536,915.109,0.01
577.725,852.939,915.176,0.01
577.901,852.342,915.243,0.01
578.077,851.741,915.31,0.01
578.252,851.143,915.377,0.01
578.427,850.545,915.444,0.01
578.602,849.949,915.51,0.01
578.778,849.35,915.577,0.01
578.953,848.752,915.644,0.01
579.129,848.152,915.711,0.01
579.304,847.554,915.778,0.01
579.479,846.957,915.844,0.01
579.654,846.359,915.911,0.01
579.83,845.761,915.978,0.01
580.005,845.163,916.045,0.01
580.18,844.564,916.112,0.01
580.354,843.967,916.179,0.01
580.529,843.37,916.245,0.01
580.705,842.773,916.312,0.01
580.88,842.176,916.379,0.01
581.057,841.577,916.446,0.01
581.232,840.981,916.512,0.01
581.409,840.382,916.579,0.01
581.584,839.784,916.646,0.01
581.759,839.185,916.713,0.01
581.934,838.588,916.78,0.01
582.109,837.992,916.846,0.01
582.284,837.393,916.913,0.01
582.459,836.796,916.98,0.01
582.634,836.198,917.047,0.01
582.809,835.601,917.113,0.01
582.983,835.004,917.18,0.01
583.158,834.407,917.247,0.01
583.333,833.811,917.313,0.011
583.509,833.222,917.379,0.01
583.69,832.617,917.447,0.01
583.866,832.022,917.513,0.01
584.043,831.42,917.58,0.01
584.218,830.823,917.647,0.011
584.393,830.235,917.713,0.01
584.573,829.629,917.78,0.01
584.747,829.032,917.847,0.01
584.922,828.435,917.914,0.01
585.097,827.839,917.98,0.01
585.272,827.244,918.047,0.01
585.448,826.646,918.114,0.01
585.623,826.048,918.181,0.01
585.798,825.452,918.247,0.01
585.972,824.855,918.314,0.01
586.147,824.262,918.38,0.01
586.324,823.662,918.447,0.01
586.5,823.069,918.513,0.01
586.677,822.47,918.58,0.01
586.852,821.873,918.647,0.01
587.028,821.276,918.714,0.01
587.203,820.679,918.78,0.01
587.378,820.083,918.847,0.01
587.553,819.486,918.914,0.01
587.728,818.89,918.98,0.01
587.902,818.294,919.047,0.01
588.077,817.697,919.114,0.01
588.252,817.101,919.18,0.01
588.426,816.505,919.247,0.01
588.601,815.908,919.313,0.01
588.776,815.315,919.38,0.011
588.951,814.726,919.446,0.01
589.132,814.123,919.513,0.01
589.308,813.525,919.58,0.01
589.483,812.932,919.646,0.01
589.66,812.333,919.713,0.01
589.835,811.736,919.78,0.01
590.01,811.14,919.846,0.01
590.184,810.544,919.913,0.011
590.359,809.957,919.978,0.01
590.539,809.352,920.046,0.01
590.713,808.757,920.112,0.01
590.887,808.166,920.178,0.01
591.065,807.566,920.245,0.01
591.24,806.97,920.312,0.01
591.414,806.375,920.378,0.01
591.589,805.779,920.445,0.01
591.764,805.183,920.512,0.01
591.939,804.587,920.578,0.01
592.113,803.993,920.645,0.01
592.288,803.398,920.711,0.01
592.464,802.801,920.778,0.01
592.638,802.206,920.844,0.01
592.813,801.61,920.911,0.01
592.987,801.016,920.977,0.01
593.162,800.421,921.044,0.01
593.337,799.827,921.11,0.01
593.513,799.229,921.177,0.01
593.687,798.635,921.243,0.01
593.862,798.043,921.309,0.01
594.038,797.444,921.376,0.01
594.213,796.85,921.443,0.01
594.388,796.256,921.509,0.01
594.563,795.661,921.576,0.01
594.738,795.068,921.642,0.01
594.915,794.47,921.709,0.01
595.09,793.875,921.775,0.01
595.265,793.281,921.841,0.01
595.44,792.686,921.908,0.01
595.615,792.09,921.974,0.01
595.789,791.495,922.041,0.01
595.964,790.901,922.107,0.01
596.138,790.306,922.174,0.01
596.312,789.711,922.24,0.01
596.487,789.117,922.307,0.01
596.661,788.522,922.373,0.01
596.836,787.928,922.439,0.01
597.011,787.334,922.506,0.01
597.186,786.74,922.572,0.01
597.361,786.148,922.638,0.01
597.537,785.55,922.705,0.01
597.712,784.958,922.771,0.01
597.887,784.362,922.838,0.01
598.062,783.767,922.904,0.01
598.236,783.174,922.971,0.01
598.411,782.579,923.037,0.01
598.586,781.984,923.104,0.01
598.761,781.39,923.17,0.01
598.935,780.796,923.236,0.01
599.109,780.202,923.303,0.01
599.284,779.613,923.368,0.01
599.461,779.015,923.435,0.01
599.636,778.421,923.502,0.01
599.811,777.826,923.568,0.01
599.985,777.232,923.634,0.01
600.16,776.638,923.701,0.01
600.334,776.046,923.767,0.01
600.509,775.451,923.833,0.01
600.684,774.857,923.9,0.011
600.858,774.27,923.965,0.01
601.037,773.669,924.033,0.01
601.211,773.076,924.099,0.01
601.386,772.483,924.165,0.01
601.561,771.888,924.232,0.01
601.735,771.297,924.298,0.01
601.91,770.704,924.364,0.01
602.086,770.108,924.43,0.01
602.261,769.517,924.496,0.01
602.436,768.921,924.563,0.011
602.611,768.338,924.628,0.01
602.791,767.733,924.696,0.01
602.965,767.141,924.762,0.01
603.14,766.547,924.828,0.01
603.314,765.955,924.894,0.01
603.489,765.366,924.96,0.01
603.666,764.768,925.027,0.01
603.841,764.175,925.093,0.01
604.015,763.581,925.16,0.01
604.189,762.988,925.226,0.01
604.364,762.395,925.292,0.01
604.538,761.803,925.358,0.01
604.712,761.209,925.425,0.01
604.886,760.618,925.491,0.01
605.062,760.023,925.557,0.01
605.236,759.433,925.623,0.01
605.412,758.838,925.69,0.01
605.586,758.246,925.756,0.01
605.761,757.658,925.821,0.01
605.939,757.06,925.888,0.01
606.114,756.467,925.954,0.01
606.289,755.874,926.021,0.01
606.463,755.282,926.087,0.01
606.637,754.693,926.153,0.01
606.814,754.097,926.219,0.01
606.989,753.504,926.286,0.01
607.163,752.912,926.352,0.01
607.338,752.319,926.418,0.01
607.512,751.726,926.484,0.01
607.686,751.133,926.55,0.01
607.86,750.541,926.617,0.01
608.034,749.949,926.683,0.01
608.208,749.357,926.749,0.01
608.382,748.764,926.815,0.01
608.556,748.173,926.881,0.01
608.731,747.584,926.947,0.01
608.907,746.989,927.013,0.01
609.082,746.396,927.08,0.01
609.257,745.804,927.146,0.01
609.431,745.212,927.212,0.01
609.605,744.62,927.278,0.01
609.779,744.029,927.344,0.01
609.954,743.435,927.41,0.01
610.128,742.844,927.477,0.01
610.302,742.255,927.542,0.01
610.478,741.665,927.608,0.01
610.655,741.068,927.675,0.01
610.829,740.476,927.741,0.01
611.003,739.885,927.807,0.01
611.177,739.297,927.873,0.01
611.353,738.704,927.939,0.01
611.529,738.112,928.005,0.01
611.704,737.518,928.072,0.01
611.878,736.926,928.138,0.01
612.052,736.336,928.204,0.01
612.227,735.744,928.27,0.011
612.401,735.162,928.335,0.01
612.581,734.566,928.401,0.01
612.759,733.969,928.468,0.011
612.933,733.389,928.533,0.01
613.114,732.787,928.6,0.01
613.289,732.197,928.666,0.01
613.464,731.607,928.732,0.01
613.641,731.019,928.798,0.01
613.818,730.43,928.863,0.01
613.998,729.836,928.93,0.01
614.176,729.238,928.997,0.01
614.35,728.65,929.062,0.01
614.525,728.056,929.129,0.01
614.699,727.465,929.195,0.01
614.873,726.877,929.26,0.01
615.048,726.283,929.327,0.01
615.222,725.696,929.392,0.01
615.398,725.101,929.459,0.01
615.572,724.511,929.525,0.01
615.746,723.92,929.591,0.01
615.92,723.329,929.657,0.01
616.094,722.74,929.723,0.01
616.268,722.147,929.789,0.01
616.442,721.557,929.855,0.01
616.616,720.967,929.921,0.011
616.79,720.384,929.986,0.01
616.969,719.788,930.052,0.01
617.145,719.194,930.119,0.01
617.319,718.608,930.184,0.01
617.495,718.013,930.251,0.01
617.669,717.424,930.317,0.01
617.843,716.832,930.383,0.01
618.017,716.247,930.448,0.01
618.193,715.652,930.515,0.01
618.367,715.061,930.581,0.01
618.541,714.472,930.646,0.01
618.715,713.886,930.712,0.01
618.892,713.292,930.778,0.01
619.067,712.7,930.844,0.01
619.24,712.111,930.91,0.01
619.415,711.522,930.976,0.01
619.589,710.931,931.042,0.01
619.764,710.34,931.108,0.01
619.938,709.75,931.174,0.01
620.111,709.16,931.24,0.01
620.285,708.574,931.305,0.01
620.461,707.984,931.371,0.01
620.637,707.39,931.438,0.01
620.811,706.806,931.503,0.01
620.988,706.214,931.569,0.01
621.163,705.621,931.635,0.011
621.337,705.042,931.7,0.01
621.517,704.44,931.767,0.01
621.691,703.853,931.833,0.01
621.865,703.263,931.899,0.01
622.04,702.677,931.964,0.01
622.217,702.082,932.031,0.01
622.39,701.495,932.096,0.01
622.565,700.903,932.162,0.01
622.739,700.314,932.228,0.01
622.912,699.725,932.294,0.01
623.086,699.141,932.359,0.01
623.264,698.549,932.425,0.01
623.439,697.956,932.492,0.011
623.613,697.374,932.557,0.01
623.791,696.782,932.623,0.01
623.967,696.188,932.689,0.01
624.14,695.599,932.755,0.01
624.314,695.01,932.821,0.01
624.488,694.424,932.886,0.01
624.663,693.832,932.952,0.01
624.837,693.242,933.018,0.01
625.011,692.658,933.084,0.01
625.187,692.064,933.15,0.01
625.36,691.475,933.216,0.01
625.534,690.886,933.282,0.01
625.707,690.297,933.347,0.01
625.881,689.709,933.413,0.01
626.054,689.121,933.479,0.01
626.228,688.533,933.544,0.01
626.403,687.942,933.61,0.01
626.576,687.353,933.676,0.01
626.75,686.765,933.742,0.01
626.923,686.176,933.808,0.01
627.097,685.589,933.873,0.01
627.271,684.999,933.939,0.01
627.445,684.412,934.005,0.01
627.619,683.823,934.071,0.01
627.793,683.234,934.137,0.01
627.967,682.648,934.202,0.01
628.142,682.057,934.268,0.01
628.316,681.472,934.333,0.01
628.492,680.88,934.399,0.01
628.665,680.291,934.465,0.01
628.838,679.704,934.531,0.01
629.012,679.115,934.597,0.01
629.186,678.527,934.662,0.01
629.359,677.939,934.728,0.01
629.533,677.355,934.793,0.01
629.709,676.763,934.859,0.01
629.883,676.174,934.925,0.01
630.056,675.586,934.991,0.01
630.229,675,935.056,0.01
630.404,674.415,935.122,0.01
630.581,673.822,935.188,0.01
630.754,673.235,935.254,0.01
630.928,672.646,935.319,0.01
631.102,672.058,935.385,0.01
631.275,671.471,935.451,0.01
631.448,670.883,935.516,0.01
631.622,670.295,935.582,0.01
631.796,669.707,935.648,0.01
631.969,669.119,935.713,0.01
632.142,668.532,935.779,0.01
632.316,667.947,935.844,0.01
632.491,667.357,935.91,0.01
632.665,666.771,935.976,0.01
632.839,666.185,936.041,0.01
633.014,665.594,936.107,0.01
633.188,665.012,936.172,0.01
633.365,664.42,936.239,0.01
633.538,663.831,936.304,0.01
633.712,663.244,936.37,0.01
633.885,662.657,936.435,0.01
634.058,662.07,936.501,0.01
634.231,661.484,936.566,0.01
634.406,660.895,936.632,0.01
634.579,660.312,936.697,0.01
634.755,659.726,936.763,0.01
634.931,659.133,936.829,0.011
635.104,658.553,936.894,0.01
635.282,657.959,936.96,0.01
635.455,657.374,937.026,0.01
635.63,656.786,937.091,0.01
635.803,656.199,937.157,0.01
635.977,655.612,937.223,0.01
636.15,655.026,937.288,0.011
636.325,654.447,937.353,0.01
636.503,653.851,937.419,0.01
636.677,653.268,937.484,0.01
636.853,652.677,937.55,0.01
637.026,652.091,937.616,0.01
637.199,651.505,937.681,0.01
637.373,650.92,937.747,0.01
637.549,650.33,937.813,0.01
637.722,649.744,937.878,0.01
637.895,649.163,937.943,0.01
638.072,648.575,938.009,0.01
638.247,647.984,938.075,0.01
638.42,647.399,938.14,0.01
638.595,646.811,938.206,0.01
638.768,646.224,938.271,0.01
638.941,645.639,938.337,0.01
639.114,645.054,938.402,0.01
639.289,644.467,938.468,0.01
639.462,643.882,938.533,0.01
639.637,643.293,938.599,0.01
639.81,642.707,938.664,0.01
639.983,642.121,938.73,0.01
640.157,641.535,938.795,0.01
640.33,640.951,938.861,0.01
640.504,640.363,938.926,0.01
640.678,639.776,938.992,0.01
640.851,639.191,939.057,0.01
641.024,638.604,939.123,0.01
641.197,638.019,939.188,0.01
641.37,637.432,939.254,0.01
641.543,636.851,939.319,0.01
641.719,636.261,939.385,0.01
641.891,635.676,939.45,0.01
642.065,635.09,939.515,0.01
642.238,634.504,939.581,0.01
642.412,633.918,939.646,0.01
642.585,633.332,939.712,0.01
642.758,632.747,939.777,0.01
642.931,632.163,939.842,0.01
643.105,631.575,939.908,0.01
643.278,630.99,939.974,0.01
643.451,630.404,940.039,0.01
643.624,629.82,940.104,0.011
643.798,629.242,940.169,0.01
643.976,628.648,940.235,0.01
644.149,628.062,940.301,0.01
644.322,627.482,940.365,0.01
644.497,626.895,940.431,0.01
644.672,626.313,940.496,0.01
644.849,625.721,940.562,0.01
645.022,625.138,940.627,0.01
645.196,624.551,940.693,0.01
645.369,623.969,940.758,0.01
645.545,623.381,940.824,0.01
645.718,622.8,940.889,0.01
645.893,622.211,940.954,0.01
646.067,621.625,941.02,0.01
646.24,621.04,941.085,0.01
646.413,620.461,941.15,0.01
646.589,619.871,941.216,0.01
646.762,619.286,941.281,0.01
646.935,618.701,941.347,0.01
647.108,618.116,941.412,0.01
647.281,617.531,941.477,0.01
647.454,616.949,941.542,0.01
647.629,616.368,941.607,0.01
647.806,615.777,941.673,0.01
647.979,615.193,941.738,0.01
648.152,614.607,941.804,0.01
648.325,614.023,941.869,0.01
648.498,613.438,941.934,0.01
648.671,612.857,941.999,0.01
648.845,612.269,942.065,0.01
649.018,611.685,942.13,0.01
649.191,611.102,942.195,0.01
649.365,610.516,942.261,0.01
649.538,609.933,942.326,0.01
649.711,609.348,942.391,0.01
649.885,608.763,942.457,0.01
650.058,608.179,942.522,0.01
650.231,607.594,942.587,0.011
650.403,607.019,942.652,0.01
650.581,606.426,942.718,0.01
650.754,605.842,942.783,0.01
650.927,605.259,942.848,0.01
651.1,604.674,942.914,0.01
651.273,604.092,942.979,0.01
651.447,603.506,943.044,0.01
651.62,602.922,943.109,0.01
651.793,602.338,943.175,0.01
651.966,601.754,943.24,0.01
652.139,601.17,943.305,0.01
652.311,600.586,943.37,0.01
652.484,600.002,943.436,0.01
652.657,599.419,943.501,0.01
652.83,598.838,943.566,0.01
653.004,598.252,943.631,0.01
653.177,597.671,943.696,0.01
653.352,597.084,943.762,0.01
653.525,596.5,943.827,0.01
653.698,595.92,943.892,0.01
653.873,595.334,943.957,0.011
654.046,594.758,944.021,0.01
654.224,594.168,944.087,0.01
654.398,593.582,944.153,0.01
654.571,592.999,944.218,0.01
654.744,592.418,944.283,0.01
654.918,591.834,944.348,0.01
655.092,591.25,944.413,0.01
655.265,590.668,944.478,0.01
655.439,590.082,944.544,0.01
655.612,589.501,944.609,0.01
655.786,588.917,944.674,0.01
655.959,588.335,944.739,0.01
656.133,587.75,944.805,0.01
656.305,587.166,944.87,0.01
656.478,586.584,944.935,0.01
656.651,586.001,945,0.01
656.823,585.418,945.065,0.01
656.996,584.838,945.13,0.01
657.171,584.252,945.195,0.01
657.344,583.673,945.26,0.01
657.519,583.088,945.325,0.01
657.693,582.503,945.391,0.01
657.865,581.922,945.456,0.01
658.039,581.338,945.521,0.01
658.212,580.755,945.586,0.01
658.385,580.172,945.651,0.01
658.557,579.589,945.716,0.01
658.73,579.007,945.781,0.01
658.903,578.425,945.846,0.01
659.076,577.842,945.911,0.01
659.249,577.264,945.976,0.01
659.424,576.676,946.042,0.01
659.597,576.096,946.107,0.01
659.77,575.512,946.172,0.01
659.943,574.929,946.237,0.01
660.116,574.347,946.302,0.01
660.288,573.766,946.367,0.01
660.462,573.182,946.432,0.01
660.634,572.602,946.497,0.011
660.808,572.028,946.561,0.01
660.987,571.442,946.626,0.01
661.164,570.853,946.692,0.01
661.336,570.276,946.757,0.01
661.512,569.692,946.822,0.01
661.686,569.107,946.887,0.01
661.859,568.526,946.952,0.01
662.032,567.945,947.017,0.01
662.206,567.365,947.082,0.01
662.382,566.779,947.148,0.01
662.554,566.196,947.213,0.01
662.727,565.616,947.277,0.01
662.9,565.033,947.343,0.01
663.072,564.454,947.407,0.01
663.246,563.872,947.472,0.01
663.42,563.289,947.537,0.01
663.593,562.706,947.603,0.01
663.766,562.124,947.668,0.01
663.938,561.543,947.733,0.01
664.111,560.963,947.797,0.01
664.284,560.379,947.862,0.01
664.457,559.798,947.927,0.01
664.63,559.216,947.992,0.01
664.802,558.634,948.057,0.01
664.974,558.053,948.122,0.01
665.147,557.472,948.187,0.01
665.319,556.891,948.252,0.01
665.493,556.309,948.317,0.01
665.665,555.729,948.382,0.01
665.838,555.147,948.447,0.01
666.011,554.566,948.512,0.01
666.184,553.984,948.577,0.01
666.357,553.403,948.642,0.01
666.53,552.824,948.707,0.01
666.704,552.241,948.772,0.01
666.877,551.66,948.837,0.01
667.05,551.078,948.902,0.01
667.222,550.497,948.967,0.01
667.395,549.916,949.031,0.01
667.567,549.34,949.096,0.01
667.743,548.756,949.161,0.01
667.917,548.173,949.226,0.01
668.089,547.592,949.291,0.01
668.262,547.012,949.356,0.01
668.435,546.431,949.421,0.01
668.607,545.849,949.486,0.01
668.78,545.27,949.551,0.01
668.953,544.688,949.616,0.01
669.125,544.107,949.68,0.01
669.297,543.529,949.745,0.01
669.471,542.949,949.81,0.01
669.646,542.365,949.875,0.01
669.818,541.785,949.94,0.01
669.99,541.208,950.004,0.01
670.165,540.624,950.07,0.01
670.337,540.044,950.134,0.01
670.51,539.463,950.199,0.01
670.682,538.882,950.264,0.01
670.854,538.304,950.329,0.01
671.028,537.721,950.394,0.01
671.2,537.143,950.459,0.01
671.373,536.561,950.524,0.01
671.545,535.985,950.588,0.01
671.72,535.401,950.653,0.01
671.892,534.821,950.718,0.01
672.065,534.241,950.783,0.01
672.238,533.661,950.848,0.01
672.411,533.082,950.912,0.01
672.584,532.5,950.977,0.01
672.757,531.922,951.042,0.01
672.93,531.342,951.107,0.01
673.104,530.761,951.172,0.01
673.277,530.18,951.237,0.01
673.449,529.6,951.301,0.01
673.621,529.02,951.366,0.01
673.794,528.442,951.431,0.01
673.967,527.866,951.495,0.011
674.143,527.292,951.559,0.01
674.322,526.704,951.625,0.01
674.496,526.122,951.69,0.01
674.669,525.544,951.754,0.01
674.842,524.962,951.82,0.01
675.015,524.383,951.884,0.01
675.188,523.803,951.949,0.01
675.36,523.226,952.013,0.01
675.534,522.648,952.078,0.01
675.709,522.064,952.143,0.01
675.881,521.489,952.207,0.01
676.057,520.905,952.273,0.01
676.229,520.326,952.337,0.01
676.401,519.754,952.401,0.01
676.578,519.166,952.467,0.01
676.75,518.587,952.532,0.01
676.922,518.008,952.596,0.01
677.094,517.431,952.661,0.01
677.268,516.85,952.726,0.01
677.441,516.27,952.791,0.01
677.613,515.691,952.855,0.01
677.785,515.112,952.92,0.01
677.957,514.534,952.985,0.01
678.129,513.959,953.049,0.01
678.305,513.376,953.114,0.01
678.477,512.796,953.179,0.011
678.649,512.226,953.242,0.01
678.827,511.641,953.308,0.01
679.001,511.059,953.373,0.01
679.173,510.483,953.437,0.01
679.347,509.902,953.502,0.01
679.52,509.325,953.567,0.01
679.693,508.745,953.631,0.01
679.866,508.166,953.696,0.01
680.039,507.59,953.76,0.01
680.213,507.008,953.825,0.01
680.386,506.429,953.89,0.01
680.558,505.85,953.955,0.01
680.73,505.274,954.019,0.01
680.903,504.695,954.084,0.01
681.077,504.116,954.149,0.01
681.25,503.537,954.213,0.01
681.422,502.96,954.278,0.01
681.595,502.379,954.343,0.01
681.767,501.801,954.407,0.01
681.939,501.222,954.472,0.01
682.111,500.644,954.536,0.01
682.283,500.068,954.601,0.01
682.456,499.488,954.668,0.01
682.629,498.909,954.736,0.01
682.801,498.333,954.804,0.01
682.974,497.757,954.871,0.01
683.148,497.175,954.94,0.01
683.32,496.597,955.008,0.01
683.492,496.02,955.075,0.01
683.665,495.442,955.143,0.01
683.838,494.864,955.211,0.01
684.01,494.285,955.279,0.01
684.183,493.707,955.346,0.01
684.355,493.129,955.414,0.01
684.527,492.551,955.482,0.01
684.699,491.973,955.55,0.01
684.87,491.395,955.618,0.01
685.042,490.823,955.685,0.01
685.217,490.24,955.753,0.01
685.39,489.662,955.821,0.01
685.562,489.085,955.889,0.01
685.734,488.507,955.956,0.01
685.906,487.93,956.024,0.01
686.078,487.355,956.091,0.01
686.252,486.775,956.159,0.01
686.424,486.197,956.227,0.01
686.596,485.619,956.295,0.01
686.768,485.043,956.363,0.01
686.941,484.464,956.43,0.01
687.112,483.888,956.498,0.01
687.285,483.313,956.565,0.01
687.458,482.735,956.633,0.01
687.632,482.156,956.701,0.01
687.804,481.579,956.769,0.01
687.977,481.001,956.837,0.01
688.149,480.425,956.904,0.01
688.321,479.846,956.972,0.01
688.493,479.273,957.039,0.01
688.667,478.694,957.107,0.01
688.84,478.116,957.175,0.01
689.012,477.541,957.242,0.01
689.186,476.961,957.31,0.01
689.357,476.391,957.377,0.01
689.533,475.807,957.446,0.01
689.705,475.23,957.513,0.01
689.877,474.658,957.581,0.01
690.051,474.077,957.649,0.01
690.223,473.504,957.716,0.01
690.398,472.923,957.784,0.01
690.569,472.346,957.852,0.01
690.741,471.77,957.919,0.01
690.913,471.194,957.987,0.01
691.085,470.617,958.055,0.01
691.257,470.04,958.122,0.01
691.428,469.472,958.189,0.01
691.605,468.886,958.257,0.01
691.776,468.31,958.325,0.01
691.948,467.734,958.393,0.01
692.12,467.159,958.46,0.01
692.292,466.581,958.528,0.01
692.464,466.004,958.595,0.01
692.635,465.429,958.663,0.01
692.808,464.855,958.73,0.01
692.981,464.278,958.798,0.01
693.154,463.701,958.866,0.01
693.326,463.124,958.933,0.01
693.498,462.547,959.001,0.01
693.67,461.973,959.068,0.01
693.843,461.396,959.136,0.01
694.015,460.819,959.204,0.01
694.186,460.243,959.271,0.01
694.358,459.667,959.339,0.01
694.53,459.092,959.406,0.01
694.702,458.515,959.474,0.01
694.874,457.943,959.541,0.01
695.047,457.365,959.609,0.01
695.22,456.789,959.676,0.01
695.392,456.212,959.744,0.01
695.564,455.639,959.811,0.01
695.737,455.06,959.879,0.01
695.908,454.486,959.946,0.01
696.081,453.909,960.014,0.01
696.252,453.333,960.082,0.01
696.424,452.758,960.149,0.01
696.595,452.183,960.216,0.01
696.767,451.607,960.284,0.01
696.939,451.032,960.351,0.01
697.11,450.456,960.419,0.01
