# Simulation 13 (Up to date)
# 5013 data points written for 3 variables.
#
# Time (s),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
356.441,833.374,0.011
356.623,833.439,0.011
356.805,833.505,0.011
356.987,833.57,0.011
357.168,833.635,0.011
357.351,833.701,0.011
357.533,833.766,0.011
357.715,833.831,0.011
357.897,833.896,0.011
358.079,833.962,0.011
358.261,834.027,0.011
358.443,834.092,0.011
358.624,834.158,0.011
358.806,834.223,0.011
358.987,834.288,0.011
359.171,834.353,0.011
359.355,834.419,0.011
359.537,834.484,0.011
359.718,834.549,0.011
359.9,834.615,0.011
360.081,834.68,0.011
360.263,834.745,0.011
360.447,834.81,0.01
360.632,834.875,0.011
360.813,834.94,0.01
360.999,835.006,0.011
361.18,835.071,0.011
361.363,835.136,0.011
361.545,835.202,0.011
361.727,835.267,0.011
361.909,835.332,0.011
362.09,835.397,0.011
362.272,835.462,0.011
362.454,835.528,0.011
362.637,835.592,0.011
362.821,835.658,0.01
363.004,835.723,0.011
363.186,835.788,0.011
363.369,835.853,0.01
363.556,835.919,0.011
363.738,835.984,0.011
363.92,836.049,0.011
364.102,836.114,0.011
364.284,836.179,0.01
364.468,836.245,0.011
364.649,836.31,0.011
364.83,836.375,0.011
365.012,836.44,0.011
365.193,836.505,0.011
365.375,836.57,0.011
365.558,836.635,0.011
365.74,836.7,0.01
365.925,836.766,0.011
366.107,836.831,0.011
366.289,836.896,0.011
366.471,836.961,0.011
366.652,837.026,0.011
366.834,837.091,0.011
367.016,837.156,0.011
367.198,837.221,0.011
367.38,837.286,0.011
367.563,837.351,0.011
367.746,837.417,0.011
367.928,837.482,0.011
368.109,837.547,0.011
368.291,837.612,0.011
368.473,837.677,0.011
368.655,837.742,0.011
368.837,837.807,0.011
369.019,837.872,0.011
369.2,837.937,0.011
369.382,838.002,0.011
369.563,838.067,0.011
369.745,838.132,0.011
369.927,838.197,0.011
370.108,838.262,0.011
370.29,838.327,0.01
370.474,838.392,0.011
370.656,838.457,0.011
370.837,838.522,0.011
371.019,838.587,0.011
371.2,838.652,0.011
371.381,838.717,0.01
371.566,838.782,0.011
371.747,838.847,0.011
371.928,838.912,0.011
372.11,838.977,0.011
372.291,839.042,0.011
372.472,839.107,0.011
372.654,839.172,0.011
372.836,839.237,0.011
373.018,839.302,0.011
373.199,839.367,0.011
373.381,839.432,0.011
373.562,839.497,0.011
373.743,839.562,0.011
373.924,839.627,0.011
374.107,839.692,0.011
374.288,839.757,0.011
374.47,839.821,0.01
374.653,839.887,0.011
374.834,839.952,0.011
375.015,840.016,0.011
375.196,840.081,0.011
375.379,840.146,0.011
375.562,840.211,0.011
375.744,840.276,0.011
375.925,840.341,0.011
376.106,840.406,0.011
376.288,840.471,0.011
376.47,840.535,0.011
376.653,840.6,0.011
376.834,840.665,0.011
377.015,840.73,0.011
377.197,840.795,0.011
377.379,840.86,0.011
377.56,840.925,0.011
377.742,840.99,0.011
377.924,841.055,0.011
378.105,841.119,0.011
378.287,841.184,0.01
378.471,841.249,0.011
378.651,841.313,0.01
378.835,841.379,0.011
379.016,841.443,0.011
379.198,841.508,0.011
379.38,841.573,0.011
379.561,841.638,0.011
379.742,841.703,0.011
379.924,841.767,0.01
380.107,841.833,0.011
380.288,841.897,0.011
380.469,841.962,0.011
380.651,842.027,0.011
380.832,842.091,0.01
381.017,842.156,0.011
381.199,842.221,0.011
381.38,842.286,0.011
381.563,842.35,0.011
381.746,842.416,0.011
381.928,842.48,0.011
382.109,842.545,0.011
382.29,842.61,0.011
382.471,842.674,0.011
382.652,842.739,0.011
382.833,842.803,0.01
383.018,842.869,0.011
383.199,842.934,0.011
383.38,842.998,0.011
383.561,843.063,0.011
383.742,843.128,0.011
383.923,843.193,0.011
384.104,843.257,0.011
384.285,843.322,0.011
384.467,843.386,0.011
384.649,843.451,0.011
384.832,843.516,0.011
385.013,843.581,0.011
385.194,843.645,0.011
385.377,843.71,0.011
385.558,843.775,0.011
385.74,843.839,0.011
385.921,843.904,0.011
386.102,843.969,0.011
386.283,844.033,0.011
386.464,844.098,0.011
386.645,844.163,0.011
386.826,844.227,0.011
387.007,844.292,0.011
387.187,844.356,0.011
387.37,844.421,0.01
387.553,844.486,0.011
387.733,844.551,0.011
387.915,844.615,0.011
388.096,844.68,0.011
388.277,844.745,0.011
388.457,844.809,0.011
388.638,844.874,0.011
388.819,844.938,0.011
389,845.003,0.011
389.181,845.068,0.011
389.361,845.132,0.011
389.542,845.197,0.011
389.723,845.261,0.01
389.906,845.326,0.011
390.086,845.391,0.011
390.267,845.455,0.011
390.448,845.52,0.011
390.629,845.586,0.011
390.81,845.653,0.011
390.991,845.721,0.011
391.172,845.789,0.01
391.354,845.857,0.011
391.535,845.924,0.011
391.718,845.992,0.011
391.9,846.06,0.01
392.082,846.128,0.011
392.263,846.196,0.011
392.445,846.263,0.01
392.629,846.332,0.011
392.81,846.4,0.011
392.991,846.467,0.011
393.171,846.535,0.011
393.352,846.603,0.011
393.532,846.671,0.011
393.713,846.739,0.011
393.893,846.806,0.011
394.074,846.874,0.011
394.255,846.942,0.011
394.435,847.01,0.011
394.615,847.077,0.01
394.797,847.145,0.011
394.978,847.213,0.011
395.159,847.281,0.011
395.34,847.348,0.011
395.52,847.416,0.011
395.701,847.484,0.011
395.881,847.552,0.011
396.062,847.619,0.011
396.243,847.687,0.011
396.424,847.755,0.011
396.605,847.822,0.011
396.787,847.89,0.011
396.97,847.958,0.01
397.152,848.026,0.011
397.332,848.093,0.011
397.513,848.161,0.011
397.694,848.228,0.011
397.876,848.296,0.01
398.059,848.364,0.011
398.24,848.432,0.011
398.42,848.499,0.01
398.601,848.567,0.011
398.781,848.635,0.011
398.962,848.702,0.011
399.143,848.769,0.01
399.329,848.838,0.011
399.509,848.905,0.011
399.689,848.973,0.011
399.87,849.041,0.011
400.05,849.108,0.01
400.231,849.176,0.011
400.411,849.243,0.01
400.596,849.311,0.011
400.777,849.378,0.011
400.961,849.446,0.011
401.144,849.514,0.01
401.325,849.582,0.011
401.506,849.649,0.01
401.687,849.717,0.011
401.868,849.784,0.01
402.049,849.852,0.011
402.23,849.919,0.01
402.411,849.987,0.011
402.591,850.055,0.011
402.771,850.122,0.011
402.952,850.19,0.011
403.132,850.257,0.011
403.313,850.325,0.011
403.494,850.392,0.01
403.675,850.46,0.011
403.856,850.527,0.011
404.038,850.595,0.01
404.22,850.663,0.011
404.4,850.73,0.011
404.58,850.798,0.011
404.761,850.865,0.011
404.941,850.933,0.011
405.122,851,0.011
405.303,851.068,0.011
405.484,851.135,0.01
405.667,851.203,0.011
405.847,851.27,0.011
406.027,851.338,0.011
406.208,851.405,0.01
406.389,851.473,0.011
406.569,851.54,0.011
406.75,851.607,0.01
406.934,851.675,0.011
407.114,851.742,0.011
407.296,851.809,0.01
407.481,851.877,0.011
407.663,851.944,0.01
407.847,852.012,0.011
408.027,852.08,0.011
408.207,852.147,0.011
408.387,852.214,0.011
408.57,852.282,0.011
408.752,852.349,0.01
408.933,852.417,0.011
409.113,852.484,0.011
409.295,852.551,0.01
409.477,852.619,0.01
409.657,852.687,0.011
409.837,852.754,0.011
410.017,852.821,0.01
410.201,852.889,0.011
410.381,852.956,0.011
410.561,853.022,0.01
410.747,853.091,0.01
410.927,853.158,0.011
411.107,853.226,0.011
411.288,853.293,0.011
411.468,853.36,0.011
411.648,853.428,0.011
411.828,853.494,0.01
412.011,853.562,0.011
412.191,853.63,0.011
412.371,853.697,0.011
412.551,853.764,0.01
412.732,853.832,0.011
412.912,853.899,0.01
413.092,853.966,0.011
413.592,854.154,0.011
413.772,854.22,0.011
413.954,854.287,0.01
414.139,854.355,0.011
414.319,854.423,0.011
414.499,854.49,0.011
414.679,854.557,0.011
414.862,854.624,0.01
415.045,854.692,0.011
415.225,854.759,0.011
415.405,854.826,0.011
415.586,854.893,0.01
415.768,854.961,0.011
415.948,855.028,0.011
416.129,855.095,0.01
416.314,855.162,0.01
416.494,855.23,0.011
416.674,855.297,0.011
416.854,855.364,0.01
417.036,855.432,0.011
417.216,855.499,0.011
417.396,855.565,0.01
417.579,855.633,0.01
417.759,855.7,0.011
417.938,855.768,0.011
418.118,855.835,0.011
418.298,855.902,0.01
418.478,855.969,0.011
418.658,856.036,0.011
418.839,856.103,0.011
419.02,856.17,0.011
419.202,856.238,0.01
419.383,856.305,0.011
419.563,856.372,0.011
419.743,856.439,0.01
419.924,856.507,0.011
420.103,856.574,0.01
420.284,856.641,0.011
420.463,856.708,0.011
420.644,856.775,0.01
420.825,856.842,0.011
421.005,856.909,0.011
421.184,856.976,0.01
421.369,857.044,0.01
421.548,857.111,0.01
421.728,857.178,0.011
421.907,857.245,0.01
422.089,857.312,0.011
422.269,857.379,0.01
422.451,857.446,0.01
422.631,857.513,0.011
422.81,857.58,0.011
422.99,857.648,0.011
423.17,857.714,0.011
423.353,857.781,0.01
423.538,857.849,0.01
423.718,857.916,0.011
423.897,857.983,0.011
424.078,858.05,0.011
424.258,858.117,0.01
424.44,858.184,0.011
424.619,858.251,0.01
424.802,858.318,0.011
424.983,858.385,0.011
425.166,858.452,0.01
425.348,858.519,0.011
425.527,858.586,0.011
425.707,858.653,0.01
425.889,858.72,0.011
426.069,858.787,0.01
426.251,858.854,0.011
426.432,858.921,0.01
426.614,858.988,0.011
426.793,859.055,0.01
426.974,859.122,0.011
427.153,859.189,0.01
427.333,859.256,0.01
427.513,859.323,0.01
427.693,859.39,0.011
427.872,859.457,0.01
428.052,859.524,0.01
428.232,859.591,0.01
428.412,859.658,0.011
428.592,859.725,0.01
428.771,859.792,0.01
428.951,859.859,0.011
429.13,859.926,0.011
429.31,859.992,0.01
429.495,860.06,0.011
429.674,860.127,0.011
429.854,860.193,0.01
430.035,860.261,0.01
430.215,860.328,0.011
430.394,860.394,0.011
430.576,860.461,0.01
430.758,860.528,0.01
430.937,860.595,0.011
431.117,860.662,0.01
431.297,860.729,0.011
431.477,860.796,0.011
431.658,860.862,0.01
431.843,860.93,0.011
432.022,860.996,0.012
432.197,861.059,0.01
432.388,861.128,0.01
432.888,861.314,0.011
433.068,861.381,0.01
433.25,861.448,0.01
433.43,861.515,0.01
433.609,861.582,0.011
433.788,861.648,0.01
433.968,861.715,0.01
434.147,861.782,0.01
434.326,861.849,0.011
434.505,861.914,0.01
434.693,861.982,0.011
434.872,862.049,0.01
435.053,862.116,0.011
435.232,862.183,0.011
435.412,862.249,0.01
435.593,862.316,0.01
435.773,862.383,0.01
435.952,862.45,0.011
436.131,862.517,0.01
436.311,862.584,0.011
436.491,862.65,0.011
436.671,862.717,0.011
436.852,862.784,0.01
437.032,862.851,0.011
437.212,862.917,0.01
437.392,862.984,0.011
437.572,863.051,0.011
437.752,863.117,0.01
437.934,863.184,0.01
438.113,863.251,0.01
438.293,863.318,0.01
438.472,863.384,0.01
438.651,863.451,0.01
438.831,863.518,0.011
439.01,863.584,0.01
439.19,863.651,0.01
439.37,863.718,0.011
439.549,863.784,0.011
439.73,863.851,0.01
439.911,863.918,0.011
440.09,863.984,0.01
440.271,864.051,0.01
440.451,864.118,0.01
440.63,864.185,0.011
440.809,864.251,0.01
440.992,864.318,0.01
441.171,864.385,0.01
441.35,864.452,0.01
441.529,864.518,0.01
441.708,864.585,0.011
441.887,864.651,0.011
442.067,864.717,0.01
442.252,864.785,0.01
442.432,864.851,0.01
442.611,864.918,0.01
442.79,864.985,0.01
442.969,865.051,0.01
443.148,865.118,0.01
443.327,865.184,0.01
443.506,865.251,0.011
443.685,865.317,0.01
443.867,865.384,0.01
444.046,865.451,0.01
444.225,865.517,0.01
444.404,865.584,0.011
444.583,865.65,0.01
444.763,865.717,0.01
444.942,865.784,0.01
445.12,865.85,0.01
445.299,865.917,0.011
445.478,865.983,0.01
445.66,866.05,0.01
445.84,866.117,0.011
446.019,866.183,0.011
446.198,866.249,0.01
446.378,866.316,0.01
446.557,866.383,0.011
446.736,866.448,0.01
446.92,866.516,0.01
447.1,866.582,0.011
447.279,866.649,0.01
447.459,866.715,0.01
447.638,866.782,0.01
447.817,866.848,0.01
447.996,866.915,0.01
448.175,866.981,0.01
448.354,867.048,0.011
448.533,867.114,0.011
448.716,867.18,0.01
448.898,867.247,0.01
449.077,867.314,0.011
449.256,867.38,0.011
449.436,867.446,0.011
449.617,867.513,0.01
